itm_arena_sword_two_handed_pl|Bidenhänder
itm_arena_lance|Lanze
itm_arena_lance_pl|Lanzen
itm_practice_staff|Übungsstab
itm_practice_staff_pl|Übungsstäbe
itm_practice_lance|Übungslanze
itm_practice_lance_pl|Übungslanzen
itm_practice_shield|Übungsschild
itm_practice_shield_pl|Übungsschilder
itm_practice_bow|Übungsbogen
itm_practice_bow_pl|Übungsbögen
itm_practice_crossbow|Übungsarmbrust
itm_practice_crossbow_pl|Übungsarmbrüste
itm_practice_javelin|Übungswurfspeere
itm_practice_javelin_pl|Übungswurfspeere
itm_practice_javelin_melee|Leichter Speer
itm_practice_javelin_melee_pl|leichte Speere
itm_practice_throwing_daggers|Wurfdolche
itm_practice_throwing_daggers_pl|Wurfdolche
itm_practice_throwing_daggers_100_amount|Wurfdolche
itm_practice_throwing_daggers_100_amount_pl|Wurfdolche
itm_practice_horse|Übungspferd
itm_practice_horse_pl|Übungspferde
itm_practice_arrows|Übungspfeile
itm_practice_arrows_pl|Übungspfeile
itm_practice_bolts|Übungsbolzen
itm_practice_bolts_pl|Übungsbolzen
itm_practice_arrows_10_amount|Übungspfeile
itm_practice_arrows_10_amount_pl|Übungspfeile
itm_practice_arrows_100_amount|Übungspfeile
itm_practice_arrows_100_amount_pl|Übungspfeile
itm_practice_bolts_9_amount|Übungspfeile
itm_practice_bolts_9_amount_pl|Übungspfeile
itm_practice_boots|Übungsstiefel
itm_practice_boots_pl|Übungsstiefel
itm_red_tourney_armor|Rote Turnierrüstung
itm_red_tourney_armor_pl|Rote Turnierrüstungen
itm_blue_tourney_armor|Blaue Turnierrüstung
itm_blue_tourney_armor_pl|Blaue Turnierrüstungen
itm_green_tourney_armor|Grüne Turnierrüstung
itm_green_tourney_armor_pl|Grüne Turnierrüstungen
itm_gold_tourney_armor|Goldene Turnierrüstung
itm_gold_tourney_armor_pl|Goldene Turnierrüstungen
itm_red_tourney_helmet|Roter Turnierhelm
itm_red_tourney_helmet_pl|Rote Turnierhelme
itm_blue_tourney_helmet|Blauer Turnierhelm
itm_blue_tourney_helmet_pl|Blaue Turnierhelme
itm_green_tourney_helmet|Grüner Turnierhelm
itm_green_tourney_helmet_pl|Grüne Turnierhelme
itm_gold_tourney_helmet|Goldener Turnierhelm
itm_gold_tourney_helmet_pl|Goldene Turnierhelme
itm_arena_shield_red|Roter Schild
itm_arena_shield_red_pl|Rote Schilde
itm_arena_shield_blue|Blauer Schild
itm_arena_shield_blue_pl|Blaue Schilde
itm_arena_shield_green|Grüner Schild
itm_arena_shield_green_pl|Grüne Schilde
itm_arena_shield_yellow|Gelber Schild
itm_arena_shield_yellow_pl|Gelbe Schilde
itm_arena_armor_white|Weiße Arenarüstung
itm_arena_armor_white_pl|Weiße Arenarüstungen
itm_arena_armor_red|Rote Arenarüstung
itm_arena_armor_red_pl|Rote Arenarüstungen
itm_arena_armor_blue|Blaue Arenarüstung
itm_arena_armor_blue_pl|Blaue Arenarüstungen
itm_arena_armor_green|Grüne Arenarüstung
itm_arena_armor_green_pl|Grüne Arenarüstungen
itm_arena_armor_yellow|Gelbe Arenarüstung
itm_arena_armor_yellow_pl|Gelbe Arenarüstungen
itm_arena_tunic_white|Weißer Arenawaffenrock
itm_arena_tunic_white_pl|Weiße Arenawaffenröcke
itm_arena_tunic_red|Roter Arenawaffenrock
itm_arena_tunic_red_pl|Rote Arenawaffenröcke
itm_arena_tunic_blue|Blauer Arenawaffenrock
itm_arena_tunic_blue_pl|Blaue Arenawaffenröcke
itm_arena_tunic_green|Grüner Arenawaffenrock
itm_arena_tunic_green_pl|Grüne Arenawaffenröcke
itm_arena_tunic_yellow|Gelber Arenawaffenrock
itm_arena_tunic_yellow_pl|Gelbe Arenawaffenröcke
itm_arena_helmet_red|Roter Arenahelm
itm_arena_helmet_red_pl|Rote Arenahelme
itm_arena_helmet_blue|Blauer Arenahelm
itm_arena_helmet_blue_pl|Blaue Arenahelme
itm_arena_helmet_green|Grüner Arenahelm
itm_arena_helmet_green_pl|Grüne Arenahelme
itm_arena_helmet_yellow|Gelber Arenahelm
itm_arena_helmet_yellow_pl|Gelbe Arenahelme
itm_steppe_helmet_white|Weißer Steppenhelm
itm_steppe_helmet_white_pl|Weiße Steppenhelme
itm_steppe_helmet_red|Roter Steppenhelm
itm_steppe_helmet_red_pl|Rote Steppenhelme
itm_steppe_helmet_blue|Blauer Steppenhelm
itm_steppe_helmet_blue_pl|Blaue Steppenhelme
itm_steppe_helmet_green|Grüner Steppenhelm
itm_steppe_helmet_green_pl|Grüne Steppenhelme
itm_steppe_helmet_yellow|Gelber Steppenhelm
itm_steppe_helmet_yellow_pl|Gelbe Steppenhelme
itm_tourney_helm_white|Weißer Turnierhelm
itm_tourney_helm_white_pl|Weiße Turnierhelme
itm_tourney_helm_red|Roter Turnierhelm
itm_tourney_helm_red_pl|Rote Turnierhelme
itm_tourney_helm_blue|Blauer Turnierhelm
itm_tourney_helm_blue_pl|Blaue Turnierhelme
itm_tourney_helm_green|Grüner Turnierhelm
itm_tourney_helm_green_pl|Grüne Turnierhelme
itm_tourney_helm_yellow|Gelber Turnierhelm
itm_tourney_helm_yellow_pl|Gelbe Turnierhelme
itm_arena_turban_red|Roter Arena-Turban
itm_arena_turban_red_pl|Rote Arena-Turbane
itm_arena_turban_blue|Blauer Arena-Turban
itm_arena_turban_blue_pl|Blaue Arena-Turbane
itm_arena_turban_green|Grüner Arena-Turban
itm_arena_turban_green_pl|Grüne Arena-Turbane
itm_arena_turban_yellow|Gelber Arena-Turban
itm_arena_turban_yellow_pl|Gelbe Arena-Turbane
itm_book_tactics|De Re Militari
itm_book_tactics_pl|De Re Militari
itm_book_persuasion|Rhetorica ad Herennium
itm_book_persuasion_pl|Rhetorica ad Herennium
itm_book_leadership|Das Leben von Alixenus dem Großen
itm_book_leadership_pl|Das Leben von Alixenus dem Großen
itm_book_intelligence|Aufsätze über Logik
itm_book_intelligence_pl|Aufsätze über Logik
itm_book_trade|Eine Abhandlung über den Wert der Dinge
itm_book_trade_pl|Eine Abhandlung über den Wert der Dinge
itm_book_weapon_mastery|Über die Kunst des Schwertkampfes
itm_book_weapon_mastery_pl|Über die Kunst des Schwertkampfes
itm_book_engineering|Methode mechanischer Theoreme
itm_book_engineering_pl|Methode mechanischer Theoreme
itm_book_wound_treatment_reference|Das Buch der Heilkunst
itm_book_wound_treatment_reference_pl|Das Buch der Heilkunst
itm_book_training_reference|Waffenleitfaden
itm_book_training_reference_pl|Waffenleitfaden
itm_book_surgery_reference|Das große Buch der Wundbehandlung
itm_book_surgery_reference_pl|Das große Buch der Wundbehandlung
itm_spice|Gewürze
itm_spice_pl|Gewürze
itm_salt|Salz
itm_salt_pl|Salz
itm_oil|Öl
itm_oil_pl|Öl
itm_pottery|Töpferwaren
itm_pottery_pl|Töpferwaren
itm_raw_flax|Flachsbündel
itm_raw_flax_pl|Flachsbündel
itm_linen|Leinen
itm_linen_pl|Leinen
itm_wool|Wolle
itm_wool_pl|Wolle
itm_wool_cloth|Wolltuch
itm_wool_cloth_pl|Wolltuche
itm_raw_silk|Rohe Seide
itm_raw_silk_pl|Rohe Seide
itm_raw_dyes|Farbstoffe
itm_raw_dyes_pl|Farbstoffe
itm_velvet|Samt
itm_velvet_pl|Samt
itm_iron|Eisen
itm_iron_pl|Eisen
itm_tools|Werkzeuge
itm_tools_pl|Werkzeuge
itm_raw_leather|Häute
itm_raw_leather_pl|Häute
itm_leatherwork|Lederwaren
itm_leatherwork_pl|Lederwaren
itm_raw_date_fruit|Datteln
itm_raw_date_fruit_pl|Datteln
itm_furs|Felle
itm_furs_pl|Felle
itm_wine|Wein
itm_wine_pl|Weine
itm_ale|Bier
itm_ale_pl|Bier
itm_smoked_fish|Räucherfisch
itm_smoked_fish_pl|Räucherfische
itm_cheese|Käse
itm_cheese_pl|Käse
itm_honey|Honig
itm_honey_pl|Honig
itm_sausages|Würste
itm_sausages_pl|Würste
itm_cabbages|Kohlköpfe
itm_cabbages_pl|Kohlköpfe
itm_dried_meat|Dörrfleisch
itm_dried_meat_pl|Dörrfleisch
itm_apples|Äpfel
itm_apples_pl|Äpfel
itm_raw_grapes|Trauben
itm_raw_grapes_pl|Trauben
itm_raw_olives|Oliven
itm_raw_olives_pl|Oliven
itm_grain|Getreide
itm_grain_pl|Getreide
itm_cattle_meat|Rindfleisch
itm_cattle_meat_pl|Rindfleisch
itm_bread|Brot
itm_bread_pl|Brote
itm_chicken|Brathähnchen
itm_chicken_pl|Brathähnchen
itm_pork|Schweinefleisch
itm_pork_pl|Schweinefleisch
itm_butter|Butter
itm_butter_pl|Butter
itm_siege_supply|Vorräte
itm_siege_supply_pl|Vorräte
itm_quest_wine|Wein
itm_quest_wine_pl|Wein
itm_quest_ale|Bier
itm_quest_ale_pl|Bier
itm_sumpter_horse|Lastpferd
itm_sumpter_horse_pl|Lastpferde
itm_saddle_horse|Klepper
itm_saddle_horse_pl|Klepper
itm_steppe_horse|Steppenpferd
itm_steppe_horse_pl|Steppenpferde
itm_arabian_horse_a|Wüstenpferd
itm_arabian_horse_a_pl|Wüstenpferde
itm_courser|Renner
itm_courser_pl|Renner
itm_arabian_horse_b|Sarranide
itm_arabian_horse_b_pl|Sarranide
itm_hunter|Jagdpferd
itm_hunter_pl|Jagdpferde
itm_warhorse|Kriegsross
itm_warhorse_pl|Kriegsrosse
itm_charger|Streitross
itm_charger_pl|Streitrosse
itm_arrows|Pfeile
itm_arrows_pl|Pfeile
itm_khergit_arrows|Khergitische Pfeile
itm_khergit_arrows_pl|Khergitische Pfeile
itm_barbed_arrows|Kriegspfeile
itm_barbed_arrows_pl|Kriegspfeile
itm_bodkin_arrows|Bodkin-Pfeile
itm_bodkin_arrows_pl|Bodkin-Pfeile
itm_bolts|Bolzen
itm_bolts_pl|Bolzen
itm_steel_bolts|Stahlbolzen
itm_steel_bolts_pl|Stahlbolzen
itm_cartridges|Munition
itm_cartridges_pl|Munition
itm_pilgrim_disguise|Wallfahrerverkleidung
itm_pilgrim_disguise_pl|Wallfahrerverkleidungen
itm_pilgrim_hood|Wallfahrerkutte
itm_pilgrim_hood_pl|Wallfahrerkutten
itm_leather_gloves|Lederhandschuhe
itm_leather_gloves_pl|Lederhandschuhe
itm_mail_mittens|Kettenfäustlinge
itm_mail_mittens_pl|Kettenfäustlinge
itm_scale_gauntlets|Schuppenhandschuhe
itm_scale_gauntlets_pl|Schuppenhandschuhe
itm_lamellar_gauntlets|Lamellenhandschuhe
itm_lamellar_gauntlets_pl|Lamellenhandschuhe
itm_gauntlets|Plattenhandschuhe
itm_gauntlets_pl|Plattenhandschuhe
itm_wrapping_boots|Beinwickel
itm_wrapping_boots_pl|Beinwickel
itm_woolen_hose|Wollhose
itm_woolen_hose_pl|Wollhosen
itm_blue_hose|Blaue Hose
itm_blue_hose_pl|Blaue Hosen
itm_hunter_boots|Jägerstiefel
itm_hunter_boots_pl|Jägerstiefel
itm_hide_boots|Fellstiefel
itm_hide_boots_pl|Fellstiefel
itm_ankle_boots|Stiefeletten
itm_ankle_boots_pl|Stiefeletten
itm_nomad_boots|Nomadenstiefel
itm_nomad_boots_pl|Nomadenstiefel
itm_leather_boots|Lederstiefel
itm_leather_boots_pl|Lederstiefel
itm_splinted_leather_greaves|Metallverstärkte Lederbeinschienen
itm_splinted_leather_greaves_pl|Metallverstärkte Lederbeinschienen
itm_mail_chausses|Kettenbeinlinge
itm_mail_chausses_pl|Kettenbeinlinge
itm_splinted_greaves|Metallverstärkte Beinschienen
itm_splinted_greaves_pl|Metallverstärkte Beinschienen
itm_mail_boots|Kettenstiefel
itm_mail_boots_pl|Kettenstiefel
itm_iron_greaves|Plattenbeinschienen
itm_iron_greaves_pl|Plattenbeinschienen
itm_black_greaves|Schwarze Plattenbeinschienen
itm_black_greaves_pl|Schwarze Plattenbeinschienen
itm_khergit_leather_boots|Khergit-Lederstiefel
itm_khergit_leather_boots_pl|Khergit-Lederstiefel
itm_sarranid_boots_a|Sarranidische Schuhe
itm_sarranid_boots_a_pl|Sarranidische Schuhe
itm_sarranid_boots_b|Sarranidische Lederstiefel
itm_sarranid_boots_b_pl|Sarranidische Lederstiefel
itm_sarranid_boots_c|Sarranidische Plattenstiefel
itm_sarranid_boots_c_pl|Sarranidische Plattenstiefel
itm_sarranid_boots_d|Sarranidische Kettenbeinlinge
itm_sarranid_boots_d_pl|Sarranidische Kettenbeinlinge
itm_sarranid_head_cloth|Sarranidisches Damenkopftuch
itm_sarranid_head_cloth_pl|Sarranidische Damenkopftücher
itm_sarranid_head_cloth_b|Sarranidisches Damenkopftuch
itm_sarranid_head_cloth_b_pl|Sarranidische Damenkopftücher
itm_sarranid_felt_head_cloth|Sarranidisches Kopftuch
itm_sarranid_felt_head_cloth_pl|Sarranidische Kopftücher
itm_sarranid_felt_head_cloth_b|Sarranidisches Kopftuch
itm_sarranid_felt_head_cloth_b_pl|Sarranidische Kopftücher
itm_lady_dress_ruby|Rotes Frauenkleid
itm_lady_dress_ruby_pl|Rote Frauenkleider
itm_lady_dress_green|Grünes Frauenkleid
itm_lady_dress_green_pl|Grüne Frauenkleid
itm_lady_dress_blue|Blaues Frauenkleid
itm_lady_dress_blue_pl|Blaue Frauenkleid
itm_red_dress|Rotes Kleid
itm_red_dress_pl|Rote Kleider
itm_brown_dress|Braunes Kleid
itm_brown_dress_pl|Braune Kleider
itm_green_dress|Grünes Kleid
itm_green_dress_pl|Grüne Kleider
itm_khergit_lady_dress|Edle Khergit-Damenkleid
itm_khergit_lady_dress_pl|Edle Khergit-Damenkleider
itm_khergit_lady_dress_b|Edle Khergit-Damen-Ledertracht
itm_khergit_lady_dress_b_pl|Edle Khergit-Damen-Ledertrachten
itm_sarranid_lady_dress|Teure Sarranidische Damentracht
itm_sarranid_lady_dress_pl|Teure Sarranidische Damentrachten
itm_sarranid_lady_dress_b|Edle Sarranidische Damentracht
itm_sarranid_lady_dress_b_pl|Edle Sarranidische Damentrachten
itm_sarranid_common_dress|Sarranidische Tracht
itm_sarranid_common_dress_pl|Sarranidische Trachten
itm_sarranid_common_dress_b|Sarranidische Tracht
itm_sarranid_common_dress_b_pl|Sarranidische Trachten
itm_courtly_outfit|Hoftracht
itm_courtly_outfit_pl|Hoftrachten
itm_nobleman_outfit|Adelskleidung
itm_nobleman_outfit_pl|Adelskleidungen
itm_nomad_armor|Nomadenrüstung
itm_nomad_armor_pl|Nomadenrüstungen
itm_khergit_armor|Khergit-Rüstung
itm_khergit_armor_pl|Khergit-Rüstungen
itm_leather_jacket|Lederjacke
itm_leather_jacket_pl|Lederjackeen
itm_rawhide_coat|Rohledermantel
itm_rawhide_coat_pl|Rohledermäntel
itm_leather_armor|Lederrüstung
itm_leather_armor_pl|Lederrüstungen
itm_fur_coat|Fellmantel
itm_fur_coat_pl|Fellmäntel
itm_coat|Mantel
itm_coat_pl|Mäntel
itm_leather_coat|Ledermantel
itm_leather_coat_pl|Ledermäntel
itm_mail_coat|Kettenmantel
itm_mail_coat_pl|Kettenmäntel
itm_long_mail_coat|Langer Kettenmantel
itm_long_mail_coat_pl|Lange Kettenmäntel
itm_mail_with_tunic_red|Kettenpanzer mit Rotem Waffenrock
itm_mail_with_tunic_red_pl|Kettenpanzer mit Rotem Waffenrock
itm_mail_with_tunic_green|Kettenpanzer mit Grünem Waffenrock
itm_mail_with_tunic_green_pl|Kettenpanzer mit Grünem Waffenrock
itm_sleeveless_mail_coat|Ärmelloser Kettenmantel
itm_sleeveless_mail_coat_pl|Ärmellose Kettenmäntel
itm_sleeveless_coat|Ärmelloser Mantel
itm_sleeveless_coat_pl|Ärmellose Mäntel
itm_hide_coat|Fellmantel
itm_hide_coat_pl|Fellmäntel
itm_merchant_outfit|Händlerkleidung
itm_merchant_outfit_pl|Händlerkleidungen
itm_homespun_dress|Selbst gesponnene Kleidung
itm_homespun_dress_pl|Selbst gesponnene Kleidungen
itm_thick_coat|Dicker Mantel
itm_thick_coat_pl|Dicke Mäntel
itm_coat_with_cape|Kapuzenmantel
itm_coat_with_cape_pl|Kapuzenmäntel
itm_steppe_outfit|Steppenkleidung
itm_steppe_outfit_pl|Steppenkleidungen
itm_nordic_outfit|Nordische Kleidung
itm_nordic_outfit_pl|Nordische Kleidungen
itm_nordic_armor|Nordische Rüstung
itm_nordic_armor_pl|Nordische Rüstungen
itm_hide_armor|Fellrüstung
itm_hide_armor_pl|Fellrüstungen
itm_cloaked_tunic|Verhüllter Waffenrock
itm_cloaked_tunic_pl|Verhüllte Waffenröcke
itm_sleeveless_tunic|Ärmelloser Waffenrock
itm_sleeveless_tunic_pl|Ärmellose Waffenröcke
itm_sleeveless_leather_tunic|Ärmelloser Lederwaffenrock
itm_sleeveless_leather_tunic_pl|Ärmellose Lederwaffenröcke
itm_linen_shirt|Leinenhemd
itm_linen_shirt_pl|Leinenhemden
itm_wool_coat|Wollmantel
itm_wool_coat_pl|Wollmäntel
itm_dress|Kleidung
itm_dress_pl|Kleidungen
itm_blue_dress|Blaue Kleidung
itm_blue_dress_pl|Blaue Kleidungen
itm_peasant_dress|Bauernkleidung
itm_peasant_dress_pl|Bauernkleidungen
itm_woolen_dress|Wollkleidung
itm_woolen_dress_pl|Wollkleidungen
itm_shirt|Hemd
itm_shirt_pl|Hemden
itm_linen_tunic|Leinenwaffenrock
itm_linen_tunic_pl|Leinenwaffenröcke
itm_short_tunic|Kurzer Waffenrock
itm_short_tunic_pl|Kurze Waffenröcke
itm_red_shirt|Rotes Hemd
itm_red_shirt_pl|Rote Hemden
itm_red_tunic|Roter Waffenrock
itm_red_tunic_pl|Rote Waffenröcke
itm_green_tunic|Grünes Hemd
itm_green_tunic_pl|Grüne Hemden
itm_blue_tunic|Blauer Waffenrock
itm_blue_tunic_pl|Blaue Waffenröcke
itm_robe|Robe
itm_robe_pl|Roben
itm_coarse_tunic|Waffenrock mit Weste
itm_coarse_tunic_pl|Waffenröcke mit Weste
itm_leather_apron|Lederschürze
itm_leather_apron_pl|Lederschürzen
itm_tabard|Kittelrock
itm_tabard_pl|Kittelröcke
itm_leather_vest|Lederweste
itm_leather_vest_pl|Lederwesten
itm_steppe_armor|Steppenrüstung
itm_steppe_armor_pl|Steppenrüstungen
itm_gambeson|Gambeson
itm_gambeson_pl|Gambeson
itm_blue_gambeson|Blauer Gambeson
itm_blue_gambeson_pl|Blaue Gambeson
itm_red_gambeson|Roter Gambeson
itm_red_gambeson_pl|Rote Gambeson
itm_padded_cloth|Gepolsterte Tuchrüstung
itm_padded_cloth_pl|Gepolsterte Tuchrüstungen
itm_aketon_green|Grüner Wams
itm_aketon_green_pl|Grüne Wämser
itm_leather_jerkin|Lederwams
itm_leather_jerkin_pl|Lederwämse
itm_nomad_vest|Nomadenweste
itm_nomad_vest_pl|Nomadenwesten
itm_ragged_outfit|Zerlumpte Kleidung
itm_ragged_outfit_pl|Zerlumpte Kleidungen
itm_padded_leather|Gepolsterte Lederrüstung
itm_padded_leather_pl|Gepolsterte Lederrüstungen
itm_tribal_warrior_outfit|Stammeskriegerkleidung
itm_tribal_warrior_outfit_pl|Stammeskriegerkleidungen
itm_nomad_robe|Nomadenrobe
itm_nomad_robe_pl|Nomadenrobeen
itm_studded_leather_coat|Nieten-Ledermantel
itm_studded_leather_coat_pl|Nieten-Ledermäntel
itm_byrnie|Brünne
itm_byrnie_pl|Brünne
itm_haubergeon|Haubert
itm_haubergeon_pl|Haubert
itm_lamellar_vest|Lamellenweste
itm_lamellar_vest_pl|Lamellenwesten
itm_lamellar_vest_khergit|Khergit-Lamellenweste
itm_lamellar_vest_khergit_pl|Khergit-Lamellenwesten
itm_mail_shirt|Kettenhemd
itm_mail_shirt_pl|Kettenhemden
itm_mail_hauberk|Kettenhemd
itm_mail_hauberk_pl|Kettenhemden
itm_mail_with_surcoat|Kettenpanzer mit Wappenrock
itm_mail_with_surcoat_pl|Kettenpanzer mit Wappenrock
itm_surcoat_over_mail|Wappenrock über Kettenpanzer
itm_surcoat_over_mail_pl|Wappenröcke über Kettenpanzer
itm_brigandine_red|Rote Brigantine
itm_brigandine_red_pl|Rote Brigantinen
itm_lamellar_armor|Lamellenharnisch
itm_lamellar_armor_pl|Lamellenharnische
itm_scale_armor|Schuppenpanzer
itm_scale_armor_pl|Schuppenpanzer
itm_banded_armor|Gestreifter Harnisch
itm_banded_armor_pl|Gestreifte Harnische
itm_cuir_bouilli|Cuir Bouilli
itm_cuir_bouilli_pl|Cuir Bouilli
itm_coat_of_plates|Plattenrock
itm_coat_of_plates_pl|Plattenröcke
itm_coat_of_plates_red|Roter Plattenrock
itm_coat_of_plates_red_pl|Rote Plattenröcke
itm_plate_armor|Plattenharnisch
itm_plate_armor_pl|Plattenharnische
itm_black_armor|Schwarzer Plattenharnisch
itm_black_armor_pl|Schwarze Plattenharnische
itm_pelt_coat|Pelzmantel
itm_pelt_coat_pl|Pelzmäntel
itm_khergit_elite_armor|Khergit-Eliterüstung
itm_khergit_elite_armor_pl|Khergit-Eliterüstungen
itm_vaegir_elite_armor|Vägir-Eliterüstung
itm_vaegir_elite_armor_pl|Vägir-Eliterüstungen
itm_sarranid_elite_armor|Sarranidische Eliterüstung
itm_sarranid_elite_armor_pl|Sarranidische Eliterüstungen
itm_sarranid_dress_a|Sarranidische Tracht
itm_sarranid_dress_a_pl|Sarranidische Trachten
itm_sarranid_dress_b|Sarranidische Tracht
itm_sarranid_dress_b_pl|Sarranidische Trachten
itm_sarranid_cloth_robe|Sarranidische Tuchrobe
itm_sarranid_cloth_robe_pl|Sarranidische Tuchroben
itm_sarranid_cloth_robe_b|Sarranidische Tuchrobe
itm_sarranid_cloth_robe_b_pl|Sarranidische Tuchroben
itm_skirmisher_armor|Plänklerrüstung
itm_skirmisher_armor_pl|Plänklerrüstungen
itm_archers_vest|Gepolsterte Bogenschützenweste
itm_archers_vest_pl|Gepolsterte Bogenschützenwesten
itm_sarranid_leather_armor|Sarranidische Lederrüstung
itm_sarranid_leather_armor_pl|Sarranidische Lederrüstungen
itm_sarranid_cavalry_robe|Sarranidische Reiterrobe
itm_sarranid_cavalry_robe_pl|Sarranidische Reiterroben
itm_arabian_armor_b|Sarranidische Wächterrüstung
itm_arabian_armor_b_pl|Sarranidische Wächterrüstungen
itm_sarranid_mail_shirt|Sarranidisches Kettenhemd
itm_sarranid_mail_shirt_pl|Sarranidische Kettenhemden
itm_mamluke_mail|Mameluken-Kettenpanzer
itm_mamluke_mail_pl|Mameluken-Kettenpanzer
itm_burlap_tunic|Jute-Waffenrock
itm_burlap_tunic_pl|Jute-Waffenröcke
itm_heraldic_mail_with_surcoat|Heraldischer Kettenpanzer mit Wappenrock
itm_heraldic_mail_with_surcoat_pl|Heraldische Kettenpanzer mit Wappenrock
itm_heraldic_mail_with_tunic|Heraldischer Kettenpanzer mit Waffenrock
itm_heraldic_mail_with_tunic_pl|Heraldische Kettenpanzer mit Waffenrock
itm_heraldic_mail_with_tunic_b|Heraldischer Kettenpanzer mit Waffenrock
itm_heraldic_mail_with_tunic_b_pl|Heraldische Kettenpanzer mit Waffenrock
itm_heraldic_mail_with_tabard|Heraldischer Kettenpanzer mit Tappert
itm_heraldic_mail_with_tabard_pl|Heraldische Kettenpanzer mit Tappert
itm_turret_hat_ruby|Rote Gebände
itm_turret_hat_ruby_pl|Rote Gebände
itm_turret_hat_blue|Blaue Gebände
itm_turret_hat_blue_pl|Blaue Gebände
itm_turret_hat_green|Grüne Gebände
itm_turret_hat_green_pl|Grüne Gebände
itm_head_wrappings|Kopfwickel
itm_head_wrappings_pl|Kopfwickel
itm_court_hat|Gebände
itm_court_hat_pl|Gebände
itm_wimple_a|Wimpel
itm_wimple_a_pl|Wimpel
itm_wimple_with_veil|Wimpel mit Schleier
itm_wimple_with_veil_pl|Wimpel mit Schleier
itm_straw_hat|Strohhut
itm_straw_hat_pl|Strohhüte
itm_common_hood|Haube
itm_common_hood_pl|Hauben
itm_hood_b|Haube
itm_hood_b_pl|Hauben
itm_hood_c|Haube
itm_hood_c_pl|Hauben
itm_hood_d|Haube
itm_hood_d_pl|Hauben
itm_headcloth|Kopftuch
itm_headcloth_pl|Kopftücher
itm_woolen_hood|Wollhaube
itm_woolen_hood_pl|Wollhauben
itm_arming_cap|Helmhaube
itm_arming_cap_pl|Helmhauben
itm_fur_hat|Fellhut
itm_fur_hat_pl|Fellhüte
itm_nomad_cap|Nomadenkappe
itm_nomad_cap_pl|Nomadenkappen
itm_nomad_cap_b|Nomadenkappe
itm_nomad_cap_b_pl|Nomadenkappen
itm_steppe_cap|Steppenkappe
itm_steppe_cap_pl|Steppenkappen
itm_padded_coif|Gepolsterte Bundhaube
itm_padded_coif_pl|Gepolsterte Bundhauben
itm_woolen_cap|Wollkappe
itm_woolen_cap_pl|Wollkappen
itm_felt_hat|Filzhut
itm_felt_hat_pl|Filzhüte
itm_felt_hat_b|Filzhut
itm_felt_hat_b_pl|Filzhüte
itm_leather_cap|Lederhaube
itm_leather_cap_pl|Lederhauben
itm_female_hood|Damenhaube
itm_female_hood_pl|Damenhauben
itm_leather_steppe_cap_a|Steppenkappe
itm_leather_steppe_cap_a_pl|Steppenkappen
itm_leather_steppe_cap_b|Steppenkappe
itm_leather_steppe_cap_b_pl|Steppenkappen
itm_leather_steppe_cap_c|Steppenkappe
itm_leather_steppe_cap_c_pl|Steppenkappen
itm_leather_warrior_cap|Leder-Kriegerkappe
itm_leather_warrior_cap_pl|Leder-Kriegerkappen
itm_skullcap|Scheitelkappe
itm_skullcap_pl|Scheitelkappen
itm_mail_coif|Kettenhaube
itm_mail_coif_pl|Kettenhauben
itm_footman_helmet|Fußtruppenhelm
itm_footman_helmet_pl|Fußtruppenhelme
itm_nasal_helmet|Nasalhelm
